1490,Training Day,On his first day on the job as a narcotics officer a rookie cop works with a rogue detective who isn't what he appears.
1491,The Secret World of Arrietty,14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items "borrowed" from the house's human inhabitants. However life changes for the Clocks when a human boy discovers Arrietty.
1492,Cult Killer,A private investigator is forced into a dangerous alliance with a killer in order to uncover a quiet town’s grisly criminal underbelly and clear the name of her mentor who is implicated in the crimes.
1493,Bloodshot,After he and his wife are murdered marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology he becomes a superhuman biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife he breaks out of the facility to get revenge only to discover that there's more to the conspiracy than he thought.
1494,To Be Twenty,Lia and Tina are two beautiful girls who meet and realize that they have a lot in common. They are both young beautiful and pissed off so they decide to hitchhike their way to Rome to find Nazariota's commune a place to stay for free and have all the sex they want... or so they think. Things don't go as they have planned though and soon they become involved in prostitution the police and an aggressive gang.
1495,Kick-Ass,Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero even though he has no powers training or meaningful reason to do so.
1496,Batman,Batman must face his most ruthless nemesis when a deformed madman calling himself "The Joker" seizes control of Gotham's criminal underworld.
1497,Ant-Man and the Wasp,Just when his time under house arrest is about to end Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish against time and any chance of success a very dangerous rescue mission.
1498,Upgrade,A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.
1499,Mousa,An engineering college student invents the first of its kind robot in the Middle East in an attempt to avenge his father's death and achieve justice which gets him pursued by the authorities.
1500,Upgrade,A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.
1501,Mousa,An engineering college student invents the first of its kind robot in the Middle East in an attempt to avenge his father's death and achieve justice which gets him pursued by the authorities.
1502,Terrifier,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.
1503,U.S. Marshals,U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan it becomes clear that Sheridan is more than just another murderer.
1504,Sinbad Legend of the Seven Seas,The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.
1505,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.
1506,The Karate Kid,Daniel moves to Los Angeles with his mother Lucille and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of high school students led by Ali's ex-boyfriend Johnny who study karate at the Cobra Kai dojo under ruthless sensei John Kreese. Fortunately Daniel befriends Mr. Miyagi an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing training him in a more compassionate form of karate for self-defense and later preparing him to compete against the brutal Cobra Kai.
